,pitcher_id,obp_against
0,452657,0.2984309958373359
1,425794,0.3347406513872135
2,457435,0.35714285714285715
3,435400,0.3036093418259023
4,519166,0.3393939393939394
5,593372,0.3113175094599243
6,467008,0.2628755364806867
7,477229,0.24390243902439024
8,444468,0.28154327424400416
9,572096,0.32941176470588235
10,433587,0.3210170838299563
11,450308,0.3310601363918165
12,459987,0.35664335664335667
13,543144,0.31743421052631576
14,518703,0.17721518987341772
15,605476,0.28157894736842104
16,477569,0.2950310559006211
17,407845,0.3276676109537299
18,506693,0.3558282208588957
19,527054,0.3053853595614318
20,501593,0.30280649926144754
21,462382,0.3252336448598131
22,445197,0.34269662921348315
23,573109,0.3113101903695409
24,276351,0.31239092495637
25,502042,0.30118973074514716
26,501957,0.351431391905232
27,544993,0.2773333333333333
28,503285,0.2716927453769559
29,457117,0.328125
30,542924,0.3944954128440367
31,346797,0.38095238095238093
32,542960,0.2934232715008432
33,488984,0.2935153583617747
34,489446,0.2908366533864542
35,502154,0.2743682310469314
36,430935,0.3115225023938717
37,453329,0.306136210384356
38,472610,0.32828870779976715
39,491646,0.3353733170134639
40,518603,0.35674157303370785
41,547749,0.3214723926380368
42,518617,0.32460732984293195
43,462945,0.27472527472527475
44,518927,0.33705357142857145
45,570649,0.32934131736526945
46,502188,0.30494406351497655
47,516969,0.2818725099601594
48,543359,0.3228346456692913
49,475138,0.43243243243243246
50,451584,0.26264800861141013
51,425492,0.28167539267015707
52,572971,0.2911764705882353
53,446372,0.26077844311377246
54,448609,0.30374479889042993
55,425786,0.3218390804597701
56,502381,0.27249357326478146
57,346798,0.34615384615384615
58,452718,0.36431784107946025
59,518468,0.32891832229580575
60,425840,0.311787072243346
61,519293,0.27416798732171155
62,429783,0.2982456140350877
63,502026,0.30684931506849317
64,543184,0.3414043583535109
65,456034,0.2883607130373995
66,461833,0.3305084745762712
67,543242,0.35294117647058826
68,150274,0.3103448275862069
69,453286,0.24516129032258063
70,112526,0.3156787092248334
71,448614,0.317545748116254
72,458584,0.29651162790697677
73,544727,0.28362573099415206
74,502578,0.30327868852459017
75,407819,0.29218106995884774
76,460283,0.3050847457627119
77,234194,0.28125
78,456501,0.30104610616040295
79,434538,0.33571996817820204
80,276514,0.36
81,448159,0.2890625
82,471822,0.31316725978647686
83,453265,0.2793040293040293
84,547973,0.2690631808278867
85,477132,0.23842508202697776
86,448306,0.33344283837056504
87,554340,0.2801120448179272
88,543883,0.2796610169491525
89,518875,0.25205479452054796
90,407908,0.30962343096234307
91,501822,0.32232496697490093
92,518567,0.31994645247657294
93,518516,0.2719361856417694
94,605177,0.304029304029304
95,543339,0.3225172074729597
96,425657,0.2796934865900383
97,466948,0.32517482517482516
98,489265,0.2828402366863905
99,346793,0.35625
100,424144,0.30357142857142855
101,446899,0.30510105871029836
102,433586,0.31445086705202313
103,543243,0.3093774019984627
104,451596,0.3470894874022589
105,542914,0.33518005540166207
106,607309,0.38461538461538464
107,542669,0.38596491228070173
108,519267,0.2641509433962264
109,547888,0.280387235568304
110,571800,0.3624091381100727
111,455119,0.315018315018315
112,592741,0.32273838630806845
113,502304,0.3300970873786408
114,571901,0.34649122807017546
115,458677,0.3079299691040165
116,469134,0.37254901960784315
117,612434,0.32567049808429116
118,572020,0.2905811623246493
119,450351,0.3132969034608379
120,452666,0.3493975903614458
121,500721,0.35051546391752575
122,621397,0.31800766283524906
123,434718,0.30327868852459017
124,502009,0.32830626450116007
125,543272,0.2957540263543192
126,622072,0.30127922364358184
127,473879,0.31413141314131415
128,594792,0.3242009132420091
129,592533,0.3852140077821012
130,457768,0.35402298850574715
131,518553,0.2813487881981033
132,475479,0.30842005676442763
133,462089,0.5
134,501992,0.319376026272578
135,612672,0.30410821643286573
136,592332,0.32111071555713777
137,448178,0.31896551724137934
138,502202,0.31900138696255204
139,490063,0.3422693266832918
140,543475,0.34909716251074807
141,592804,0.28516377649325625
142,457429,0.3224489795918367
143,455009,0.3263888888888889
144,493603,0.2915451895043732
145,408061,0.2765957446808511
146,115629,0.3125
147,425844,0.26745675848814865
148,475115,0.3315758640890451
149,520980,0.2847222222222222
150,572089,0.30952380952380953
151,445612,0.3137254901960784
152,434442,0.33624454148471616
153,276542,0.28012048192771083
154,504379,0.3181076672104405
155,518886,0.25
156,523989,0.3168411037107517
157,285064,0.3382507903055848
158,433589,0.2665627435697584
159,517414,0.31556503198294245
160,502004,0.27708095781071834
161,605359,0.43601895734597157
162,592665,0.27850467289719627
163,534910,0.33042529989094876
164,407890,0.2986425339366516
165,447714,0.3902439024390244
166,605309,0.2803738317757009
167,445926,0.31128608923884515
168,474521,0.3085339168490153
169,472551,0.3072916666666667
170,491703,0.31433224755700323
171,547874,0.3037542662116041
172,533167,0.30892857142857144
173,501625,0.2997967479674797
174,573046,0.3173277661795407
175,501925,0.2908045977011494
176,543408,0.3398936170212766
177,571946,0.3288135593220339
178,543606,0.2993492407809111
179,456068,0.32987551867219916
180,451085,0.3359683794466403
181,592329,0.3282442748091603
182,449079,0.26666666666666666
183,421685,0.32971506105834464
184,519144,0.30564784053156147
185,543726,0.329608938547486
186,571704,0.28695652173913044
187,449097,0.29280397022332505
188,468396,0.3404255319148936
189,518633,0.3200153668843642
190,500779,0.305625
191,430630,0.35
192,457915,0.3535714285714286
193,435043,0.3163771712158809
194,474029,0.29941860465116277
195,518813,0.3232963549920761
196,444857,0.3234111021721641
197,471911,0.2814661134163209
198,491159,0.35714285714285715
199,444935,0.3360655737704918
200,519240,0.3547794117647059
201,450212,0.24793388429752067
202,543766,0.3175182481751825
203,501789,0.2556390977443609
204,592102,0.2885482416591524
205,503449,0.3640810621942697
206,572750,0.37027027027027026
207,453156,0.34265734265734266
208,446099,0.3474770642201835
209,434671,0.3210930828351836
210,445060,0.3274687854710556
211,431162,0.40816326530612246
212,457744,0.3082706766917293
213,553970,0.3404255319148936
214,571871,0.34402852049910876
215,430641,0.33658536585365856
216,456379,0.3314285714285714
217,465657,0.29971181556195964
218,519455,0.32200711181351244
219,594798,0.2692565304755526
220,489334,0.2776073619631902
221,606160,0.3835820895522388
222,595014,0.2916307161345988
223,519322,0.3236994219653179
224,502190,0.3088954056695992
225,543037,0.2960837272113437
226,571561,0.33236574746008707
227,453172,0.31568998109640833
228,488674,0.3118279569892473
229,455374,0.3177892918825561
230,491708,0.33783783783783783
231,543746,0.32917705735660846
232,543331,0.35062611806797855
233,453343,0.27958236658932717
234,467785,0.3786407766990291
235,435221,0.32515337423312884
236,488768,0.34436363636363637
237,571057,0.37058823529411766
238,476451,0.30187908496732024
239,518790,0.34285714285714286
240,453562,0.2798701298701299
241,458681,0.32604735883424407
242,543779,0.29737206085753803
243,279571,0.3117241379310345
244,431148,0.31198808637379
245,446321,0.4007561436672968
246,548337,0.32802547770700635
247,519096,0.29039070749736007
248,571439,0.3939393939393939
249,501381,0.31072210065645517
250,285079,0.31965174129353235
251,476454,0.2824956672443674
252,446399,0.30176767676767674
253,532077,0.24236037934668073
254,453192,0.23903508771929824
255,571527,0.4034582132564842
256,475416,0.38461538461538464
257,430661,0.31926863572433195
258,444520,0.3448979591836735
259,465629,0.31363636363636366
260,450172,0.33589990375360923
261,433579,0.33993015133876603
262,458006,0.31290743155149936
263,502085,0.2557471264367816
264,592879,0.35327635327635326
265,545333,0.31158455392809586
266,465679,0.37894736842105264
267,641490,0.3484848484848485
268,430589,0.30641330166270786
269,572888,0.3296516567544605
270,502043,0.3332210242587601
271,502272,0.3089770354906054
272,488846,0.3318840579710145
273,450282,0.3120567375886525
274,452733,0.3917525773195876
275,544931,0.2773037542662116
276,518774,0.31427285006753714
277,543699,0.3130095710740872
278,456776,0.34210526315789475
279,543101,0.3146131805157593
280,150359,0.3347763347763348
281,453178,0.31417910447761194
282,218596,0.3390804597701149
283,628333,0.35049683830171635
284,608665,0.3313860860329262
285,607259,0.34271523178807944
286,461325,0.2927272727272727
287,282332,0.32224231464737796
288,596057,0.33360995850622405
289,543135,0.31367781155015195
290,489119,0.3420748168145006
291,460008,0.38
292,453214,0.31688511950655357
293,554431,0.42574257425742573
294,475243,0.3235831809872029
295,548357,0.3436123348017621
296,489295,0.4166666666666667
297,429719,0.32337164750957853
298,502083,0.32057911065149947
299,430580,0.36380090497737555
300,461872,0.2976588628762542
301,543278,0.3180778032036613
302,501955,0.33495145631067963
303,502706,0.3375984251968504
304,543521,0.3136094674556213
305,502327,0.3258426966292135
306,450306,0.32318840579710145
307,502260,0.3793103448275862
308,502624,0.31035872632003225
309,474463,0.3371757925072046
310,456051,0.3790849673202614
311,543548,0.32735042735042735
312,445590,0.3125
313,477003,0.3457364341085271
314,592340,0.29159212880143115
315,543219,0.3165137614678899
316,571666,0.3172099544339292
317,502046,0.3441011235955056
318,519141,0.3175199624236731
319,592836,0.3072681704260652
320,453344,0.27234927234927236
321,453311,0.3897338403041825
322,150302,0.36492890995260663
323,407793,0.29735494880546076
324,595307,0.3310502283105023
325,429717,0.287598944591029
326,541640,0.3001132502831257
327,542882,0.3115079365079365
328,502032,0.33382137628111275
329,279824,0.3078817733990148
330,521230,0.2948294829482948
331,518833,0.5294117647058824
332,462136,0.29874651810584957
333,425532,0.35987261146496813
334,461829,0.32081019274746814
335,476589,0.290088638195004
336,523260,0.3338473400154202
337,595441,0.36363636363636365
338,434628,0.31814895155459144
