,batter_id,obp
0,572761,0.36757624398073835
1,518792,0.3302411873840445
2,407812,0.3380992430613961
3,425509,0.3174129353233831
4,571431,0.3015741507870754
5,451594,0.34905201750121534
6,624585,0.3216715257531584
7,519203,0.37509293680297395
8,516770,0.3119825708061002
9,425877,0.3223102002794597
10,543939,0.33069082672706684
11,445055,0.3368355995055624
12,425794,0.21875
13,458085,0.31285551763367464
14,592609,0.2549019607843137
15,424325,0.2798913043478261
16,452657,0.1532258064516129
17,600303,0.3524305555555556
18,471083,0.3196448390677026
19,570489,0.19745222929936307
20,448602,0.33883323512080143
21,594777,0.3179326546593579
22,545361,0.41932807963500623
23,405395,0.29533250722841803
24,459964,0.33063328424153166
25,457706,0.3248587570621469
26,452234,0.3333333333333333
27,429664,0.33911939034716343
28,443558,0.35545023696682465
29,501896,0.3470887507066139
30,430947,0.2972972972972973
31,543068,0.3130287648054145
32,572122,0.31524646541841805
33,489149,0.3117583603020496
34,572287,0.2817601135557133
35,455104,0.32123960695389264
36,543213,0.302540415704388
37,554429,0.27492447129909364
38,543543,0.31524842946887494
39,448605,0.3130434782608696
40,458913,0.2688821752265861
41,607054,0.31950207468879666
42,455976,0.35020317694865166
43,518692,0.3783553472518108
44,542194,0.24324324324324326
45,543829,0.32610619469026547
46,592885,0.37584425903853796
47,519317,0.34168987929433614
48,430637,0.30618401206636503
49,430948,0.3127413127413127
50,592743,0.32637983485441113
51,434604,0.29605263157894735
52,445988,0.3309768637532134
53,542303,0.3322217590662776
54,527054,0.17475728155339806
55,457454,0.2813067150635209
56,588751,0.2867256637168142
57,506693,0.16666666666666666
58,400085,0.31054131054131057
59,457727,0.3357787810383747
60,457477,0.30434782608695654
61,592518,0.33741888968997835
62,430945,0.3113964686998395
63,456665,0.33469721767594107
64,501983,0.30798479087452474
65,430321,0.28888888888888886
66,444379,0.3488372093023256
67,519306,0.3235790658413056
68,452678,0.3263392857142857
69,475247,0.2821997105643994
70,570731,0.3037383177570093
71,543376,0.2713178294573643
72,446334,0.30677764565992865
73,425766,0.3073825503355705
74,457775,0.29518072289156627
75,425784,0.25921521997621877
76,523253,0.3393999016232169
77,595281,0.3103248259860789
