,ab_id,px,pz,code,pitch_type,b_count,s_count,zones,swing,result
37,2015000281,-0.287,1.66,C,FF,0.0,0.0,6,0,Ball
38,2015000281,0.073,2.977,X,FF,0.0,1.0,1,1,Out
66,2015000297,-0.746,2.593,E,FF,0.0,0.0,3,1,Hit
101,2015000314,0.066,1.112,B,CH,0.0,0.0,15,0,Ball
102,2015000314,-0.5870000000000001,3.607,B,FF,1.0,0.0,0,0,Ball
103,2015000314,0.518,1.077,S,CH,2.0,0.0,15,1,Strike
104,2015000314,-1.277,1.651,B,FF,2.0,1.0,12,0,Ball
105,2015000314,0.883,1.463,S,CH,3.0,1.0,16,1,Strike
106,2015000314,0.693,1.732,F,CH,3.0,2.0,8,1,Foul
107,2015000314,0.364,1.015,S,CH,3.0,2.0,15,1,Strike
1486,2015005722,0.08,3.245,C,FF,0.0,0.0,1,0,Ball
1487,2015005722,0.5329999999999999,2.8560000000000003,C,FC,0.0,1.0,5,0,Ball
1488,2015005722,1.057,1.96,F,SL,0.0,2.0,13,1,Foul
1489,2015005722,0.39,1.729,X,FS,0.0,2.0,8,1,Out
1513,2015005744,0.7170000000000001,2.222,C,FF,0.0,0.0,8,0,Ball
1514,2015005744,0.568,2.9930000000000003,C,FC,0.0,1.0,2,0,Ball
1515,2015005744,1.291,2.705,F,FC,0.0,2.0,13,1,Foul
1516,2015005744,-0.358,0.281,B,FS,0.0,2.0,15,0,Ball
1517,2015005744,0.602,2.277,F,SL,1.0,2.0,5,1,Foul
1518,2015005744,-0.795,2.152,D,SI,1.0,2.0,6,1,Hit
1546,2015005757,0.462,2.753,F,FF,0.0,0.0,5,1,Foul
1547,2015005757,0.965,2.104,C,SI,0.0,1.0,13,0,Ball
1548,2015005757,0.996,0.514,W,SL,0.0,2.0,16,1,Strike
2076,2015008927,0.948,1.808,B,FF,0.0,0.0,13,0,Ball
2077,2015008927,0.281,1.771,C,FF,1.0,0.0,8,0,Ball
2078,2015008927,-0.084,1.5590000000000002,X,FF,1.0,1.0,7,1,Out
2096,2015008941,0.28300000000000003,1.755,C,FF,0.0,0.0,8,0,Ball
2097,2015008941,0.185,1.53,B,CU,0.0,1.0,7,0,Ball
2098,2015008941,-0.625,2.374,C,CU,1.0,1.0,3,0,Ball
2099,2015008941,0.551,2.099,F,FF,1.0,2.0,8,1,Foul
2100,2015008941,-0.501,2.467,E,CH,1.0,2.0,3,1,Hit
2119,2015008958,0.943,1.662,B,FF,0.0,0.0,13,0,Ball
2120,2015008958,-0.12,2.136,X,FF,1.0,0.0,7,1,Out
22519,2015107895,-0.377,3.305,B,FF,0.0,0.0,0,0,Ball
22520,2015107895,0.196,1.43,C,FF,1.0,0.0,15,0,Ball
22521,2015107895,0.44,1.94,X,FF,1.0,1.0,8,1,Out
22549,2015107913,0.772,2.52,B,FF,0.0,0.0,5,0,Ball
22550,2015107913,1.237,1.104,B,SL,1.0,0.0,16,0,Ball
22551,2015107913,0.023,2.009,F,SL,2.0,0.0,7,1,Foul
22552,2015107913,-1.149,2.341,C,FF,2.0,1.0,12,0,Ball
22553,2015107913,0.795,2.262,F,SL,2.0,2.0,5,1,Foul
22554,2015107913,-0.433,3.134,F,CU,2.0,2.0,0,1,Foul
22555,2015107913,-1.579,2.101,B,FF,2.0,2.0,12,0,Ball
22556,2015107913,0.6759999999999999,2.279,S,SL,3.0,2.0,5,1,Strike
22578,2015107928,0.43,0.838,B,FF,0.0,0.0,15,0,Ball
22579,2015107928,-0.524,3.903,B,FF,1.0,0.0,10,0,Ball
22580,2015107928,1.153,2.103,B,FF,2.0,0.0,13,0,Ball
22581,2015107928,-0.7490000000000001,3.2310000000000003,C,FF,3.0,0.0,0,0,Ball
22582,2015107928,-0.254,3.053,F,FF,3.0,1.0,1,1,Foul
22583,2015107928,0.039,3.092,X,FF,3.0,2.0,1,1,Out
22601,2015107948,-0.486,2.927,X,FF,0.0,0.0,3,1,Out
28033,2015133548,-0.255,2.546,C,FF,0.0,0.0,4,0,Ball
28034,2015133548,-0.317,1.257,B,FF,0.0,1.0,15,0,Ball
28035,2015133548,1.757,0.983,B,FF,1.0,1.0,16,0,Ball
28036,2015133548,0.7170000000000001,0.957,S,FC,2.0,1.0,15,1,Strike
28037,2015133548,0.451,3.337,X,FF,2.0,2.0,2,1,Out
28049,2015133560,1.136,2.067,C,FC,0.0,0.0,13,0,Ball
28050,2015133560,1.544,1.751,F,FC,0.0,1.0,13,1,Foul
28051,2015133560,-0.069,0.993,F,CU,0.0,2.0,15,1,Foul
28052,2015133560,0.637,0.353,*B,CU,0.0,2.0,15,0,Ball
28053,2015133560,0.036000000000000004,1.626,E,CU,1.0,2.0,7,1,Hit
28735,2015136781,0.234,3.229,,FC,0.0,0.0,1,0,Ball
28736,2015136781,-1.228,3.209,,FC,0.0,1.0,12,0,Ball
28737,2015136781,1.056,1.73,,SL,1.0,1.0,13,0,Ball
28738,2015136781,0.835,2.535,,FC,2.0,1.0,13,0,Ball
28739,2015136781,0.8440000000000001,1.837,,SL,2.0,2.0,13,0,Ball
28755,2015136793,1.388,2.236,,FC,0.0,0.0,13,0,Ball
28756,2015136793,-0.7829999999999999,2.502,,FF,1.0,0.0,3,0,Ball
28757,2015136793,1.197,2.901,,FF,1.0,1.0,13,0,Ball
28758,2015136793,-0.583,2.903,,FC,2.0,1.0,3,0,Ball
28772,2015136809,1.2990000000000002,1.598,,SL,0.0,0.0,13,0,Ball
28773,2015136809,1.463,1.766,,FC,1.0,0.0,13,0,Ball
28774,2015136809,0.639,2.082,,CH,2.0,0.0,8,0,Ball
28775,2015136809,0.3720000000000001,1.928,,FC,2.0,1.0,8,0,Ball
28776,2015136809,-1.329,2.422,,FF,2.0,2.0,12,0,Ball
28777,2015136809,1.595,3.258,,FF,2.0,2.0,13,0,Ball
28778,2015136809,-0.7979999999999999,3.843,,FT,3.0,2.0,10,0,Ball
28779,2015136809,0.877,2.496,,FC,3.0,2.0,13,0,Ball
28789,2015136826,0.732,3.045,,FC,0.0,0.0,2,0,Ball
28790,2015136826,-0.289,3.569,,FC,0.0,1.0,0,0,Ball
28791,2015136826,-1.391,3.607,,FF,1.0,1.0,12,0,Ball
28792,2015136826,-0.831,1.208,,CH,2.0,1.0,15,0,Ball
28793,2015136826,0.495,3.1660000000000004,,FC,3.0,1.0,2,0,Ball
28794,2015136826,-0.417,3.172,,FF,3.0,2.0,0,0,Ball
28795,2015136826,0.131,2.432,,FC,3.0,2.0,4,0,Ball
29441,2015140844,0.277,2.174,C,FF,0.0,0.0,7,0,Ball
29442,2015140844,0.505,2.596,C,FF,0.0,1.0,5,0,Ball
29443,2015140844,-0.8759999999999999,0.334,B,CU,0.0,2.0,14,0,Ball
29444,2015140844,0.564,2.105,S,FF,1.0,2.0,8,1,Strike
29464,2015140861,-0.94,2.104,E,FF,0.0,0.0,12,1,Hit
29485,2015140880,-0.6409999999999999,0.067,*B,CU,0.0,0.0,15,0,Ball
29486,2015140885,0.564,1.605,C,CU,0.0,0.0,8,0,Ball
29487,2015140885,-0.647,1.829,C,CU,0.0,1.0,6,0,Ball
29488,2015140885,2.282,2.694,B,FF,0.0,2.0,13,0,Ball
29489,2015140885,-1.103,-0.213,B,CU,1.0,2.0,14,0,Ball
29490,2015140885,0.78,2.523,D,CU,2.0,2.0,5,1,Hit
29783,2015142004,0.456,2.068,C,FT,0.0,0.0,8,0,Ball
29784,2015142004,0.7120000000000001,0.586,B,FT,0.0,1.0,15,0,Ball
29785,2015142004,-0.196,3.013,F,FT,1.0,1.0,1,1,Foul
29786,2015142004,-0.52,1.513,X,SL,1.0,2.0,15,1,Out
29809,2015142019,1.113,2.268,C,FT,0.0,0.0,13,0,Ball
29810,2015142019,0.477,1.554,D,FT,0.0,1.0,8,1,Hit
29831,2015142035,-0.64,2.529,C,CH,0.0,0.0,3,0,Ball
29832,2015142035,-1.518,0.969,B,SL,0.0,1.0,14,0,Ball
29833,2015142035,-0.125,1.6469999999999998,C,CH,1.0,1.0,7,0,Ball
29834,2015142035,-0.17,3.864,B,FT,1.0,2.0,10,0,Ball
29835,2015142035,0.655,0.759,B,FT,2.0,2.0,15,0,Ball
29836,2015142035,-0.006999999999999999,2.525,F,FT,3.0,2.0,4,1,Foul
29837,2015142035,0.059,2.521,X,FT,3.0,2.0,4,1,Out
29852,2015142054,1.036,2.062,C,FT,0.0,0.0,13,0,Ball
29853,2015142054,1.545,1.885,B,FT,0.0,1.0,13,0,Ball
29854,2015142054,0.982,3.099,C,FT,1.0,1.0,13,0,Ball
29855,2015142054,0.226,3.733,F,FT,1.0,2.0,10,1,Foul
29856,2015142054,-0.627,2.784,F,FT,1.0,2.0,3,1,Foul
29857,2015142054,-0.006,1.386,X,SL,1.0,2.0,15,1,Out
30502,2015145046,-0.035,2.11,C,FT,0.0,0.0,7,0,Ball
30503,2015145046,0.941,1.999,B,FF,0.0,1.0,13,0,Ball
30504,2015145046,0.402,2.21,C,FF,1.0,1.0,8,0,Ball
30505,2015145046,0.08900000000000001,2.634,X,FT,1.0,2.0,4,1,Out
30519,2015145067,0.32299999999999995,1.4,B,SL,0.0,0.0,15,0,Ball
30520,2015145067,0.335,1.164,B,SL,1.0,0.0,15,0,Ball
30521,2015145067,0.016,2.971,C,FT,2.0,0.0,1,0,Ball
30522,2015145067,0.287,2.3040000000000003,D,FF,2.0,1.0,5,-1,
30533,2015145082,-0.942,5.037,B,FF,0.0,0.0,9,0,Ball
30534,2015145082,0.021,2.343,C,SL,1.0,0.0,4,0,Ball
30535,2015145082,1.2990000000000002,1.973,B,FT,1.0,1.0,13,0,Ball
30536,2015145082,-0.524,1.4280000000000002,S,CH,2.0,1.0,15,1,Strike
30537,2015145082,0.243,1.204,F,CH,2.0,2.0,15,1,Foul
30538,2015145082,-0.079,2.132,D,FT,2.0,2.0,7,1,Hit
30613,2015146189,0.302,2.733,C,FF,0.0,0.0,5,0,Ball
30614,2015146189,1.5659999999999998,0.502,B,CU,0.0,1.0,16,0,Ball
30615,2015146189,0.25,2.039,C,SI,1.0,1.0,7,0,Ball
30616,2015146189,-1.239,2.109,F,CH,1.0,2.0,12,1,Foul
30617,2015146189,0.705,2.071,C,SI,1.0,2.0,8,0,Ball
30635,2015146208,0.831,1.485,B,CU,0.0,0.0,16,0,Ball
30636,2015146208,1.107,1.68,B,CU,1.0,0.0,13,0,Ball
30637,2015146208,0.255,3.128,C,SI,2.0,0.0,1,0,Ball
30638,2015146208,-1.079,2.716,B,CH,2.0,1.0,12,0,Ball
30639,2015146208,0.61,2.591,C,SI,3.0,1.0,5,0,Ball
30640,2015146208,-0.355,1.672,X,SI,3.0,2.0,6,1,Out
30647,2015146228,-0.042,1.791,F,CH,0.0,0.0,7,1,Foul
30648,2015146228,1.147,0.468,B,CH,0.0,1.0,16,0,Ball
30649,2015146228,1.093,1.765,B,SI,1.0,1.0,13,0,Ball
30650,2015146228,-0.5589999999999999,2.063,C,CU,2.0,1.0,6,0,Ball
30651,2015146228,1.15,2.028,F,SI,2.0,2.0,13,1,Foul
30652,2015146228,-0.7340000000000001,1.075,X,SI,2.0,2.0,15,1,Out
31362,2015149929,0.922,1.954,B,SL,0.0,0.0,13,0,Ball
31363,2015149929,0.306,2.946,D,FF,1.0,0.0,5,1,Hit
31373,2015149955,0.255,2.994,C,FF,0.0,0.0,1,0,Ball
31374,2015149955,0.98,1.895,B,FC,0.0,1.0,13,0,Ball
31375,2015149955,-1.019,2.129,B,FS,1.0,1.0,12,0,Ball
31376,2015149955,-0.32299999999999995,3.3560000000000003,B,CU,2.0,1.0,0,0,Ball
31377,2015149955,0.154,2.334,S,FC,3.0,1.0,4,1,Strike
31378,2015149955,0.809,1.534,X,SL,3.0,2.0,8,1,Out
31390,2015149972,0.7979999999999999,2.407,E,FC,0.0,0.0,5,-1,
36859,2015178497,-0.555,2.724,C,FC,0.0,0.0,3,0,Ball
36860,2015178497,-0.224,3.98,B,FF,0.0,1.0,10,0,Ball
36861,2015178497,-0.285,2.055,F,FS,1.0,1.0,6,1,Foul
36862,2015178497,1.779,1.636,B,SL,1.0,2.0,13,0,Ball
36863,2015178497,0.722,2.986,F,SL,2.0,2.0,2,1,Foul
36864,2015178497,0.523,1.004,B,FS,2.0,2.0,15,0,Ball
36865,2015178497,0.86,2.356,F,FF,3.0,2.0,13,1,Foul
36866,2015178497,-0.024,1.615,C,FF,3.0,2.0,7,0,Ball
36878,2015178509,0.581,3.01,C,SI,0.0,0.0,2,0,Ball
36879,2015178509,-1.982,3.295,B,SI,0.0,1.0,12,0,Ball
36880,2015178509,-0.116,2.5580000000000003,X,FS,1.0,1.0,4,1,Out
36895,2015178533,1.675,1.59,B,FF,0.0,0.0,13,0,Ball
36896,2015178533,-0.201,3.502,B,FC,1.0,0.0,1,0,Ball
36897,2015178533,1.151,2.95,B,FF,2.0,0.0,13,0,Ball
36898,2015178533,0.757,1.936,C,FF,3.0,0.0,8,0,Ball
36899,2015178533,0.298,2.477,X,FC,3.0,1.0,5,1,Out
37451,2015181769,-0.234,3.024,C,SI,0.0,0.0,1,0,Ball
37452,2015181769,0.738,1.582,B,SI,0.0,1.0,8,0,Ball
37453,2015181769,0.942,2.387,B,SL,1.0,1.0,13,0,Ball
37454,2015181769,-2.346,2.5810000000000004,B,SI,2.0,1.0,12,0,Ball
37455,2015181769,-0.21,3.327,C,SI,3.0,1.0,1,0,Ball
37456,2015181769,0.754,1.954,F,FF,3.0,2.0,8,1,Foul
37457,2015181769,0.813,1.966,B,SI,3.0,2.0,8,0,Ball
37476,2015181787,-0.956,2.548,C,CU,0.0,0.0,12,0,Ball
37477,2015181787,1.07,2.82,B,SL,0.0,1.0,13,0,Ball
37478,2015181787,-0.519,2.4530000000000003,F,SI,1.0,1.0,3,1,Foul
37479,2015181787,0.226,1.675,F,CU,1.0,2.0,7,1,Foul
37480,2015181787,-1.65,3.679,F,FF,1.0,2.0,9,1,Foul
37481,2015181787,0.958,2.025,B,FF,1.0,2.0,13,0,Ball
37482,2015181787,0.109,1.361,B,SI,2.0,2.0,15,0,Ball
37483,2015181787,0.226,1.879,F,SI,3.0,2.0,7,1,Foul
37484,2015181787,0.735,2.467,S,SL,3.0,2.0,5,1,Strike
37498,2015181807,-0.957,3.369,B,CU,0.0,0.0,12,0,Ball
37499,2015181807,0.174,3.691,B,SI,1.0,0.0,10,0,Ball
37500,2015181807,-0.608,2.289,F,SI,2.0,0.0,3,1,Foul
37501,2015181807,-0.096,2.289,X,SI,2.0,1.0,4,1,Out
37512,2015181826,-0.093,1.662,C,SI,0.0,0.0,7,0,Ball
37513,2015181826,0.7020000000000001,3.049,B,SL,0.0,1.0,2,0,Ball
37514,2015181826,1.308,1.3230000000000002,B,CU,1.0,1.0,16,0,Ball
37515,2015181826,-0.038,1.812,C,SI,2.0,1.0,7,0,Ball
37516,2015181826,0.014,2.979,X,SI,2.0,2.0,1,1,Out
38417,2016000992,0.943,2.287,B,SI,0.0,0.0,13,0,Ball
38418,2016000992,0.6990000000000001,-0.264,B,SI,1.0,0.0,15,0,Ball
38419,2016000992,0.071,2.334,C,SI,2.0,0.0,4,0,Ball
38420,2016000992,0.6459999999999999,2.276,F,SI,2.0,1.0,5,1,Foul
38421,2016000992,0.006999999999999999,1.951,S,SL,2.0,2.0,7,1,Strike
38459,2016001009,0.97,1.006,B,SL,0.0,0.0,16,0,Ball
38460,2016001009,0.29,2.146,F,FF,1.0,0.0,8,1,Foul
38461,2016001009,-0.4,2.051,E,SI,1.0,1.0,6,1,Hit
38514,2016001028,-0.633,2.439,C,CU,0.0,0.0,3,0,Ball
38515,2016001028,0.338,0.484,B,SL,0.0,1.0,15,0,Ball
38516,2016001028,0.887,2.044,C,SI,1.0,1.0,13,0,Ball
38517,2016001028,0.481,2.113,D,SL,1.0,2.0,8,1,Hit
43569,2016025416,-0.4320000000000001,3.1830000000000003,C,SL,0.0,0.0,0,0,Ball
43570,2016025416,0.563,2.484,X,SI,0.0,1.0,5,1,Out
43591,2016025432,-0.17800000000000002,3.075,F,SI,0.0,0.0,1,1,Foul
43592,2016025432,0.5579999999999999,2.428,X,SI,0.0,1.0,5,1,Out
43611,2016025454,0.7170000000000001,1.02,B,FC,0.0,0.0,15,0,Ball
43612,2016025454,0.522,1.4980000000000002,F,SI,1.0,0.0,15,1,Foul
43613,2016025454,-0.076,2.486,F,SI,1.0,1.0,4,1,Foul
43614,2016025454,-0.084,2.768,X,SL,1.0,2.0,4,1,Out
44560,2016028940,0.359,1.713,C,FF,0.0,0.0,8,0,Ball
44561,2016028940,-0.979,2.827,B,FF,0.0,1.0,12,0,Ball
44562,2016028940,-1.672,1.497,B,FF,1.0,1.0,14,0,Ball
44563,2016028940,0.47,2.051,F,FF,2.0,1.0,8,1,Foul
44564,2016028940,0.182,1.999,F,FF,2.0,2.0,7,1,Foul
44565,2016028940,1.231,2.396,F,FF,2.0,2.0,13,1,Foul
44566,2016028940,-0.328,3.3710000000000004,F,FT,2.0,2.0,0,1,Foul
44567,2016028940,-0.289,1.703,F,CU,2.0,2.0,6,1,Foul
44568,2016028940,-0.5670000000000001,1.5519999999999998,X,CU,2.0,2.0,6,1,Out
44592,2016028963,1.661,3.178,B,CU,0.0,0.0,13,0,Ball
44593,2016028963,0.34600000000000003,3.071,C,FF,1.0,0.0,2,0,Ball
44594,2016028963,-0.552,2.592,C,FF,1.0,1.0,3,0,Ball
44595,2016028963,-0.38,4.775,B,FF,1.0,2.0,10,0,Ball
44596,2016028963,1.0759999999999998,2.899,B,FF,2.0,2.0,13,0,Ball
44597,2016028963,0.632,2.893,X,FT,3.0,2.0,5,1,Out
44606,2016028978,-0.544,1.6840000000000002,B,FT,0.0,0.0,6,0,Ball
44607,2016028978,-0.231,2.794,X,FF,1.0,0.0,4,1,Out
46720,2016038552,0.387,2.738,C,FT,0.0,0.0,5,0,Ball
46721,2016038552,1.121,2.049,S,FT,0.0,1.0,13,1,Strike
46722,2016038552,0.884,1.608,X,FT,0.0,2.0,13,1,Out
46768,2016038567,-1.47,1.037,B,FF,0.0,0.0,14,0,Ball
46769,2016038567,-0.035,0.345,*B,FT,1.0,0.0,15,0,Ball
46770,2016038567,0.214,3.184,C,CH,2.0,0.0,1,0,Ball
46771,2016038567,-0.044,1.607,X,FT,2.0,1.0,7,1,Out
46816,2016038583,0.6970000000000001,2.29,C,CH,0.0,0.0,5,0,Ball
46817,2016038583,0.321,1.7990000000000002,X,FT,0.0,1.0,8,1,Out
46865,2016038599,0.026,1.6030000000000002,E,CH,0.0,0.0,7,1,Hit
48698,2016046752,-0.156,1.121,B,SI,0.0,0.0,15,0,Ball
48699,2016046752,0.531,2.072,C,SI,1.0,0.0,8,0,Ball
48700,2016046752,-1.116,2.818,B,SI,1.0,1.0,12,0,Ball
48701,2016046752,-0.15,2.339,D,SI,2.0,1.0,4,1,Hit
48714,2016046764,1.465,1.131,B,CU,0.0,0.0,16,0,Ball
48715,2016046764,1.3159999999999998,1.226,B,FF,1.0,0.0,16,0,Ball
48716,2016046764,-0.132,1.875,D,SI,2.0,0.0,7,1,Hit
48732,2016046788,-0.5479999999999999,3.079,C,FF,0.0,0.0,0,0,Ball
48733,2016046788,-0.852,0.939,B,SI,0.0,1.0,14,0,Ball
48734,2016046788,0.461,1.941,C,CU,1.0,1.0,8,0,Ball
48735,2016046788,0.02,2.068,X,SI,1.0,2.0,7,1,Out
48748,2016046806,0.578,2.675,X,SL,0.0,0.0,5,1,Out
48923,2016047877,1.121,1.304,B,FF,0.0,0.0,16,0,Ball
48924,2016047877,0.588,2.47,C,FF,1.0,0.0,5,0,Ball
48925,2016047877,-1.113,2.842,B,FT,1.0,1.0,12,0,Ball
48926,2016047877,-0.015,2.98,C,CH,2.0,1.0,1,0,Ball
48927,2016047877,-0.892,2.501,X,FT,2.0,2.0,12,1,Out
48943,2016047892,0.232,1.766,F,CH,0.0,0.0,7,1,Foul
48944,2016047892,0.231,2.415,C,CU,0.0,1.0,4,0,Ball
48945,2016047892,1.534,2.178,B,FF,0.0,2.0,13,0,Ball
48946,2016047892,-1.142,2.926,B,CU,1.0,2.0,12,0,Ball
48947,2016047892,0.5529999999999999,1.758,F,FT,2.0,2.0,8,1,Foul
48948,2016047892,-0.294,3.027,D,FT,2.0,2.0,0,1,Hit
48963,2016047904,-0.054000000000000006,1.617,C,CU,0.0,0.0,7,0,Ball
48964,2016047904,0.195,2.205,E,FC,0.0,1.0,7,1,Hit
53311,2016066569,-0.111,1.751,C,FF,0.0,0.0,7,0,Ball
53312,2016066569,1.099,2.283,B,FF,0.0,1.0,13,0,Ball
53313,2016066569,1.462,2.494,B,SL,1.0,1.0,13,0,Ball
53314,2016066569,0.438,2.129,D,CH,2.0,1.0,8,1,Hit
53356,2016066585,-0.209,2.351,F,FF,0.0,0.0,4,1,Foul
53357,2016066585,0.763,1.5,B,FF,0.0,1.0,15,0,Ball
53358,2016066585,1.594,2.13,B,FF,1.0,1.0,13,0,Ball
53359,2016066585,0.271,2.403,F,SL,2.0,1.0,4,1,Foul
53360,2016066585,-0.472,1.095,B,SL,2.0,2.0,15,0,Ball
53361,2016066585,0.715,1.717,D,SL,3.0,2.0,8,1,Hit
53404,2016066601,-0.397,2.3680000000000003,C,CU,0.0,0.0,3,0,Ball
53405,2016066601,0.7170000000000001,1.811,X,SL,0.0,1.0,8,1,Out
56188,2016079962,1.159,4.07,B,FT,0.0,0.0,11,0,Ball
56189,2016079962,-0.097,2.107,X,FT,1.0,0.0,7,1,Out
56211,2016079977,0.142,1.785,C,SL,0.0,0.0,7,0,Ball
56212,2016079977,-0.528,3.195,B,FT,0.0,1.0,0,0,Ball
56213,2016079977,-1.364,2.292,B,FT,1.0,1.0,12,0,Ball
56214,2016079977,-0.24,2.411,F,CH,2.0,1.0,4,1,Foul
56215,2016079977,-0.498,3.4730000000000003,F,FT,2.0,2.0,0,1,Foul
56216,2016079977,-0.17600000000000002,1.4480000000000002,E,SL,2.0,2.0,15,-1,
56241,2016079993,-0.551,2.553,C,FT,0.0,0.0,3,0,Ball
56242,2016079993,-0.777,3.465,B,FT,0.0,1.0,0,0,Ball
56243,2016079993,-0.242,1.924,F,FT,1.0,1.0,7,1,Foul
56244,2016079993,2.708,1.869,B,FT,1.0,2.0,13,0,Ball
56245,2016079993,-0.455,2.583,F,FT,2.0,2.0,3,1,Foul
56246,2016079993,2.3480000000000003,3.637,B,SL,2.0,2.0,13,0,Ball
56247,2016079993,-1.257,2.239,F,SL,3.0,2.0,12,1,Foul
56248,2016079993,0.467,2.702,X,FT,3.0,2.0,5,1,Out
56439,2016081090,-1.529,0.958,B,FF,0.0,0.0,14,0,Ball
56440,2016081090,1.505,2.221,B,FT,1.0,0.0,13,0,Ball
56441,2016081090,-0.981,1.866,C,FF,2.0,0.0,12,0,Ball
56442,2016081090,-0.8140000000000001,1.915,X,FF,2.0,1.0,6,1,Out
56464,2016081107,-0.496,0.919,B,FT,0.0,0.0,15,0,Ball
56465,2016081107,-1.163,2.653,B,FF,1.0,0.0,12,0,Ball
56466,2016081107,0.363,2.34,D,FF,2.0,0.0,5,1,Hit
56485,2016081119,-1.123,2.002,B,FF,0.0,0.0,12,0,Ball
56486,2016081119,-0.5920000000000001,1.889,C,CU,1.0,0.0,6,0,Ball
56487,2016081119,0.202,1.344,B,FT,1.0,1.0,15,0,Ball
56488,2016081119,-0.011,2.1180000000000003,D,FF,2.0,1.0,7,1,Hit
60576,2016104006,-0.195,2.674,C,SI,0.0,0.0,4,0,Ball
60577,2016104006,-1.392,2.251,B,SI,0.0,1.0,12,0,Ball
60578,2016104006,0.65,2.41,C,SL,1.0,1.0,5,0,Ball
60579,2016104006,0.365,-0.075,B,FS,1.0,2.0,15,0,Ball
60580,2016104006,-0.149,2.463,X,SI,2.0,2.0,4,1,Out
60615,2016104024,0.318,2.736,C,SL,0.0,0.0,5,0,Ball
60616,2016104024,0.6990000000000001,2.095,X,FC,0.0,1.0,8,1,Out
60659,2016104045,1.134,1.681,B,SL,0.0,0.0,13,0,Ball
60660,2016104045,0.916,2.233,C,SI,1.0,0.0,13,0,Ball
60661,2016104045,-0.556,2.448,F,FS,1.0,1.0,3,1,Foul
60662,2016104045,1.2919999999999998,0.78,S,SL,1.0,2.0,16,1,Strike
62295,2016112639,-1.319,2.5980000000000003,B,FF,0.0,0.0,12,0,Ball
62296,2016112639,-0.198,2.359,F,FF,1.0,0.0,4,1,Foul
62297,2016112639,1.3530000000000002,1.571,B,FF,1.0,1.0,13,0,Ball
62298,2016112639,-0.269,2.32,F,SL,2.0,1.0,4,1,Foul
62299,2016112639,1.216,1.785,F,SL,2.0,2.0,13,1,Foul
62300,2016112639,-0.472,3.302,F,FF,2.0,2.0,0,1,Foul
62301,2016112639,-1.828,2.707,B,FF,2.0,2.0,12,0,Ball
62302,2016112639,0.634,2.452,F,SL,3.0,2.0,5,1,Foul
62303,2016112639,0.6409999999999999,1.308,X,SL,3.0,2.0,15,1,Out
62317,2016112655,-0.513,2.761,C,CU,0.0,0.0,3,0,Ball
62318,2016112655,0.787,2.8560000000000003,F,FF,0.0,1.0,5,1,Foul
62319,2016112655,-0.403,2.109,F,FF,0.0,2.0,6,1,Foul
62320,2016112655,0.34,1.658,F,CU,0.0,2.0,8,1,Foul
62321,2016112655,1.84,0.7879999999999999,B,SL,0.0,2.0,16,0,Ball
62322,2016112655,0.8340000000000001,2.345,X,SL,1.0,2.0,13,1,Out
62334,2016112670,-0.515,2.216,X,FF,0.0,0.0,6,1,Out
66115,2016132808,1.264,1.037,B,SL,0.0,0.0,16,0,Ball
66116,2016132808,1.2919999999999998,1.575,B,CU,1.0,0.0,13,0,Ball
66117,2016132808,-0.175,2.548,E,FT,2.0,0.0,4,1,Hit
66125,2016132820,1.611,0.901,*B,SL,0.0,0.0,16,0,Ball
66126,2016132820,1.061,1.811,B,FT,1.0,0.0,13,0,Ball
66127,2016132820,0.373,1.5759999999999998,E,SL,2.0,0.0,8,1,Hit
67480,2016140279,-0.451,2.776,X,FF,0.0,0.0,3,1,Out
67491,2016140303,-0.063,1.764,C,FF,0.0,0.0,7,0,Ball
67492,2016140303,-0.153,1.854,S,CU,0.0,1.0,7,1,Strike
67493,2016140303,0.328,2.437,F,FF,0.0,2.0,5,1,Foul
67494,2016140303,0.154,4.039,B,FF,0.0,2.0,10,0,Ball
67495,2016140303,0.652,1.952,F,SL,1.0,2.0,8,1,Foul
67496,2016140303,-0.418,1.606,F,CU,1.0,2.0,6,1,Foul
67497,2016140303,1.16,2.475,T,SL,1.0,2.0,13,1,Strike
72315,2016166649,1.4,1.426,B,FF,0.0,0.0,16,0,Ball
72316,2016166649,0.261,1.842,X,FS,1.0,0.0,7,1,Out
72334,2016166670,-0.092,2.65,C,SL,0.0,0.0,4,0,Ball
72335,2016166670,0.485,1.76,X,FS,0.0,1.0,8,1,Out
72345,2016166691,0.794,2.515,X,SL,0.0,0.0,5,1,Out
75716,2017000756,,,B,,0.0,0.0,16,0,Ball
75717,2017000756,,,X,,1.0,0.0,16,1,Out
75728,2017000777,0.346456980666398,3.3432475643668904,C,FF,0.0,0.0,2,0,Ball
75729,2017000777,0.5136530476680871,3.3583770054751803,B,FF,0.0,1.0,2,0,Ball
75730,2017000777,1.03480501398755,1.39005515395612,B,FF,1.0,1.0,16,0,Ball
75731,2017000777,0.40444090560041296,2.00655582719508,C,FF,2.0,1.0,8,0,Ball
75732,2017000777,0.0207748571038378,0.8536735789661559,B,CH,2.0,2.0,15,0,Ball
75733,2017000777,1.34428495480447,1.8783842318721296,B,FF,3.0,2.0,13,0,Ball
75741,2017000789,1.40344130141875,1.33035148630711,B,FF,0.0,0.0,16,0,Ball
75742,2017000789,1.67365048039634,0.23233247839351,B,FF,1.0,0.0,16,0,Ball
