,ab_id,px,pz,code,pitch_type,b_count,s_count,zones,swing,result
96838,2017116076,-0.202145014441709,2.00107220389238,F,FC,0.0,0.0,7,1,Foul
96839,2017116076,-0.624249981943018,3.73993006259561,S,FC,0.0,1.0,10,1,Strike
96840,2017116076,-0.29588330207824104,-0.865911439033287,B,CU,0.0,2.0,15,0,Ball
96841,2017116076,0.36402445964812,2.41867151273278,F,FF,1.0,2.0,5,1,Foul
96842,2017116076,0.191676251978482,0.8345705557129691,X,CU,1.0,2.0,15,1,Out
98814,2017128035,1.5297928639573202,1.57711714277973,B,FT,0.0,0.0,13,0,Ball
98815,2017128035,0.648982558879455,1.90401875567397,S,FT,1.0,0.0,8,1,Strike
98816,2017128035,0.572336409714811,2.5348522185227003,F,CH,1.0,1.0,5,1,Foul
98817,2017128035,-0.417962766106183,1.4860347946640802,B,SL,1.0,2.0,15,0,Ball
98818,2017128035,0.38384032920332106,0.786922709188176,*B,CH,2.0,2.0,15,0,Ball
98819,2017128035,1.10996487457135,0.6216466117438361,*B,FT,3.0,2.0,16,0,Ball
98840,2017128056,0.00684212077148105,1.68576956076956,C,SL,0.0,0.0,7,0,Ball
98841,2017128056,1.56699117647172,0.346438835264344,*B,CH,0.0,1.0,16,0,Ball
98842,2017128056,-1.25267697299954,2.6444020183879,B,FC,1.0,1.0,12,0,Ball
98843,2017128056,1.25908339926711,2.90689228585535,B,SL,2.0,1.0,13,0,Ball
98844,2017128056,0.985329999555141,1.36331371316431,S,FT,3.0,1.0,16,1,Strike
98845,2017128056,-0.8795688129089141,1.93923445709004,E,SL,3.0,2.0,12,1,Hit
98874,2017128070,-0.36262950852344106,2.36220660005314,E,FC,0.0,0.0,3,1,Hit
101603,2017145971,0.528066874469318,1.8634297935259097,C,FF,0.0,0.0,8,0,Ball
101604,2017145971,-0.0844453556345249,3.58280844494754,F,FF,0.0,1.0,1,1,Foul
101605,2017145971,1.01028852990791,2.78576490669352,S,SL,0.0,2.0,13,1,Strike
101623,2017145991,0.16224438554053902,2.1867085386948504,F,FF,0.0,0.0,7,1,Foul
101624,2017145991,1.17125921550632,0.946633008806731,B,CU,0.0,1.0,16,0,Ball
101625,2017145991,0.26055370214649,3.5029254748659104,C,CU,1.0,1.0,1,0,Ball
101626,2017145991,1.2467003964746202,2.66619016062908,X,SL,1.0,2.0,13,1,Out
101646,2017146009,0.6181327628822739,2.8555604775246,C,FF,0.0,0.0,5,0,Ball
101647,2017146009,1.02528601600261,2.722828819181509,B,FF,0.0,1.0,13,0,Ball
101648,2017146009,0.53113143237393,3.05005011731987,F,FF,1.0,1.0,2,1,Foul
101649,2017146009,1.49951296022457,2.66629072148065,S,SL,1.0,2.0,13,1,Strike
104527,2017164129,0.003969669910958961,1.8763027041447,S,FC,0.0,0.0,7,1,Strike
104528,2017164129,-0.237524324787879,1.89681494663831,D,FT,0.0,1.0,7,1,Hit
104564,2017164142,0.843756204684787,3.38026333547975,C,FC,0.0,0.0,13,0,Ball
104565,2017164142,1.68300513589161,2.7862778753767,B,FC,0.0,1.0,13,0,Ball
104566,2017164142,0.65720698853473,0.718324737927545,B,CH,1.0,1.0,15,0,Ball
104567,2017164142,0.35493507437161403,2.2481076449928303,F,FC,2.0,1.0,5,1,Foul
104568,2017164142,0.813583605334519,2.98317052386796,X,FT,2.0,2.0,2,1,Out
104595,2017164158,0.36889521129555297,2.11350821130215,X,FC,0.0,0.0,8,1,Out
106354,2017174281,1.4736527384399998,2.44005225783,B,FT,0.0,0.0,13,0,Ball
106355,2017174281,0.8937899379340001,2.47606744356,D,FT,1.0,0.0,13,1,Hit
106387,2017174295,0.182518160756,3.1268993213300003,F,FT,0.0,0.0,1,1,Foul
106388,2017174295,-0.7639426012989999,2.01049505993,C,FT,0.0,1.0,6,0,Ball
106389,2017174295,0.225263684978,4.23307641603,F,FF,0.0,2.0,10,1,Foul
106390,2017174295,1.7662486392099996,1.9231427617,B,FT,0.0,2.0,13,0,Ball
106391,2017174295,-1.2782635489899998,-0.16890282242600002,*B,FC,1.0,2.0,14,0,Ball
106392,2017174295,0.31019521518000004,1.97240843603,F,FT,2.0,2.0,8,1,Foul
106393,2017174295,1.13097567619,1.741776178,E,FT,2.0,2.0,13,1,Out
106429,2017174315,0.8660097947159999,2.55029887332,D,FT,0.0,0.0,13,1,Hit
107783,2017182577,-0.193911216397108,3.85025604240197,B,FF,0.0,0.0,10,0,Ball
107784,2017182577,0.13736219168303698,1.38713153541826,B,KC,1.0,0.0,15,0,Ball
107785,2017182577,0.6658017194181539,2.9927697468047,X,FF,2.0,0.0,2,1,Out
107804,2017182603,-0.32808277952361303,3.07741801794125,C,KC,0.0,0.0,0,0,Ball
107805,2017182603,-0.140524459924821,2.0848338643450703,F,KC,0.0,1.0,7,1,Foul
107806,2017182603,1.71155223590278,-1.6157527869845605,*B,KC,0.0,2.0,16,0,Ball
107807,2017182603,0.861200899736283,2.18449806844516,X,FC,1.0,2.0,13,1,Out
108079,2017183669,0.7906021885445329,1.85699997893942,C,SI,0.0,0.0,8,0,Ball
108080,2017183669,0.985785622726886,2.8405382834806003,X,CU,0.0,1.0,13,1,Out
108111,2017183685,-0.211623239501914,2.8767450037604703,C,CU,0.0,0.0,4,0,Ball
108112,2017183685,1.6135927353649,1.07102949594091,S,FC,0.0,1.0,16,1,Strike
108113,2017183685,0.9183990108223432,2.06501876584608,E,CU,0.0,2.0,13,1,Hit
122016,2018071145,-0.256578429279745,1.68956089989651,S,CH,0.0,0.0,7,1,Strike
122017,2018071145,0.636256380682986,2.2303316091,S,CH,0.0,1.0,8,1,Strike
122018,2018071145,0.101250564333831,1.87169107957016,X,SL,0.0,2.0,7,1,Out
122038,2018071160,-0.780893593277639,2.36649186795673,B,CH,0.0,0.0,3,0,Ball
122039,2018071160,0.371437159438973,1.88300647175983,C,FT,1.0,0.0,8,0,Ball
122040,2018071160,-0.322820533986794,3.0745221584675098,T,FF,1.0,1.0,0,1,Strike
122041,2018071160,0.0410380897450489,1.5615064774818102,D,SL,1.0,2.0,7,1,Hit
122062,2018071179,0.755070149472616,2.15685088072626,D,FT,0.0,0.0,8,1,Hit
122275,2018072275,1.42009831150503,3.038962494071089,B,FF,0.0,0.0,13,0,Ball
122276,2018072275,-0.38555586844613,3.3020238298859104,F,FC,1.0,0.0,0,1,Foul
122277,2018072275,0.6091706540564179,1.3522557248160498,S,CH,1.0,1.0,15,1,Strike
122278,2018072275,-0.432928155628355,2.61127749132026,E,FT,1.0,2.0,3,1,Out
122298,2018072298,0.963398182422881,1.2571637084328502,B,CH,0.0,0.0,16,0,Ball
122299,2018072298,0.7562685068385909,2.72125659782786,D,CH,1.0,0.0,5,1,Hit
122323,2018072318,-0.6633937329681421,3.87639452306359,B,FF,0.0,0.0,10,0,Ball
122324,2018072318,-0.599584695909439,2.87842305376533,D,FT,1.0,0.0,3,1,Hit
122886,2018076277,-0.0995947785453064,3.44638986270375,F,FF,0.0,0.0,1,1,Foul
122887,2018076277,-0.20703596250443104,2.8501124556153,C,KC,0.0,1.0,4,0,Ball
122888,2018076277,1.20581533094175,1.7295962673387302,B,SL,0.0,2.0,13,0,Ball
122889,2018076277,0.46511697277525,2.98963865574927,F,FT,1.0,2.0,2,1,Foul
122890,2018076277,3.1868625347004,1.0652315097286802,B,SL,1.0,2.0,16,0,Ball
122891,2018076277,0.253976466992199,3.0659981368253897,F,FF,2.0,2.0,1,1,Foul
122892,2018076277,0.4963767956503061,1.9700994592917496,S,KC,2.0,2.0,8,1,Strike
122909,2018076294,1.22647648888699,2.06905596844501,B,FF,0.0,0.0,13,0,Ball
122910,2018076294,1.5099827482101202,0.45500378037433,B,FC,1.0,0.0,16,0,Ball
122911,2018076294,0.21397359929827206,3.2370177560197204,F,FF,2.0,0.0,1,1,Foul
122912,2018076294,0.16650638094909698,3.7299784363729502,X,FF,2.0,1.0,10,1,Out
122931,2018076311,0.5975178420001109,2.5840077581867003,C,FF,0.0,0.0,5,0,Ball
122932,2018076311,0.5130139245269121,1.5862181768046697,S,KC,0.0,1.0,8,1,Strike
122933,2018076311,-0.101321017598236,0.8401006618995459,*B,KC,0.0,2.0,15,0,Ball
122934,2018076311,2.8206583344002003,-0.0186980949511129,*B,SL,1.0,2.0,16,0,Ball
122935,2018076311,0.125777312512087,1.26488770926212,*B,KC,2.0,2.0,15,0,Ball
122936,2018076311,0.742505445401672,3.42881665873494,E,FF,3.0,2.0,2,1,Hit
123873,2018081251,0.956748219218126,2.58543164585189,B,FF,0.0,0.0,13,0,Ball
123874,2018081251,-0.557853181563335,2.92946653844848,X,FF,1.0,0.0,3,1,Out
123898,2018081275,0.17914170377547894,3.289176355117029,S,FF,0.0,0.0,1,1,Strike
123899,2018081275,0.575751908935317,2.71600211543948,C,KC,0.0,1.0,5,0,Ball
123900,2018081275,0.35710212367428296,4.73109476477123,B,FF,0.0,2.0,10,0,Ball
123901,2018081275,-0.0718402156026665,4.200938319981669,B,KC,1.0,2.0,10,0,Ball
123902,2018081275,0.9935983193271348,2.2864673432053,C,FT,2.0,2.0,13,0,Ball
123919,2018081298,1.7358948799186498,1.22423324374524,B,FC,0.0,0.0,16,0,Ball
123920,2018081298,-0.903349462945919,4.40693285237637,B,FF,1.0,0.0,9,0,Ball
123921,2018081298,-0.147383963624777,2.42969539917665,C,FF,2.0,0.0,4,0,Ball
123922,2018081298,0.588533951923412,2.8725473347418795,X,FF,2.0,1.0,5,1,Out
126291,2018094691,0.263024365255579,2.07763166665628,C,FF,0.0,0.0,7,0,Ball
126292,2018094691,-0.964313048034242,1.41074334123878,S,FC,0.0,1.0,14,1,Strike
126293,2018094691,0.738577513601114,0.960227647026934,S,FT,0.0,2.0,15,1,Strike
126323,2018094707,0.15881997313337498,3.78241661494045,B,FF,0.0,0.0,10,0,Ball
126324,2018094707,-0.503498216112699,2.81917365160262,S,FC,1.0,0.0,3,1,Strike
126325,2018094707,0.932324084993239,2.23176566456102,X,FT,1.0,1.0,13,1,Out
126348,2018094724,0.959310946437018,2.7615944145656903,E,FT,0.0,0.0,13,1,Hit
127504,2018101898,-0.0259122580925992,2.7012891275167203,C,FF,0.0,0.0,4,0,Ball
127505,2018101898,-1.47389700392611,1.36680628463905,B,SL,0.0,1.0,14,0,Ball
127506,2018101898,0.0342391235719985,2.80037011487677,X,FT,1.0,1.0,4,1,Out
127534,2018101914,1.24310696416259,3.73516967537981,B,SL,0.0,0.0,11,0,Ball
127535,2018101914,0.107635040762697,3.0807308790766,D,FF,1.0,0.0,1,1,Hit
127565,2018101930,-0.716689253471832,1.43720017168124,B,SL,0.0,0.0,15,0,Ball
127566,2018101930,0.13837566856918398,1.84935967256031,C,FT,1.0,0.0,7,0,Ball
127567,2018101930,0.574177696897412,0.746706642551118,B,FT,1.0,1.0,15,0,Ball
127568,2018101930,0.0187651391895895,0.563667474542955,*B,CH,2.0,1.0,15,0,Ball
127569,2018101930,0.346720011613807,3.74335683172077,X,FF,3.0,1.0,10,1,Out
141027,2018174860,-1.33103687031118,2.22583039297952,B,CU,0.0,0.0,12,0,Ball
141028,2018174860,0.9167399852622908,2.28639941247448,C,CU,1.0,0.0,13,0,Ball
141029,2018174860,0.13040793904308998,2.12888432241981,E,CU,1.0,1.0,7,1,Hit
141061,2018174877,0.157021121834496,2.60943683467154,C,FF,0.0,0.0,4,0,Ball
141062,2018174877,-0.0223511566233805,3.1480585332064,F,FF,0.0,1.0,1,1,Foul
141063,2018174877,0.512923126831229,3.42133412284818,D,FF,0.0,2.0,2,1,Hit
141369,2018176028,-1.01853653227057,2.60731631555068,F,FC,0.0,0.0,12,1,Foul
141370,2018176028,0.505749744404157,2.83660037560384,D,FC,0.0,1.0,5,1,Hit
141408,2018176044,0.13998669805076,4.30600051188137,B,FF,0.0,0.0,10,0,Ball
141409,2018176044,-0.3660101483644671,3.3824725449902004,F,FF,1.0,0.0,0,1,Foul
141410,2018176044,-0.0631069960202636,1.20106759975036,S,CU,1.0,1.0,15,1,Strike
141411,2018176044,0.858237927466013,3.88521037517313,F,FF,1.0,2.0,11,1,Foul
141412,2018176044,1.21162312759105,2.42842317042763,B,CH,1.0,2.0,13,0,Ball
141413,2018176044,-0.107754765273914,3.73715563910188,B,FF,2.0,2.0,10,0,Ball
141414,2018176044,-0.5506042060918511,1.84887249617701,F,FF,3.0,2.0,6,1,Foul
141415,2018176044,-0.700839484726308,2.68090164545226,F,FC,3.0,2.0,3,1,Foul
141416,2018176044,0.937872925790937,1.72058251289267,C,FC,3.0,2.0,13,0,Ball
141473,2018178119,1.88857601281281,0.735241998636332,*B,FC,0.0,0.0,16,0,Ball
141474,2018178119,-0.3224306243502503,2.876565181793799,F,FF,1.0,0.0,3,1,Foul
141475,2018178119,-0.6538146242446489,2.46382193762104,C,CU,1.0,1.0,3,0,Ball
141476,2018178119,-0.4819075017308354,2.6609362089333626,X,SI,1.0,2.0,3,1,Out
141491,2018178135,1.1673144666521,2.54154111407583,B,FC,0.0,0.0,13,0,Ball
141492,2018178135,0.2924173175194198,1.865906205904906,X,CU,1.0,0.0,8,1,Out
141514,2018178152,0.6297398987993511,2.09865304835399,C,CU,0.0,0.0,8,0,Ball
141515,2018178152,0.2939888530238524,1.1138700827863737,S,FC,0.0,1.0,15,1,Strike
141516,2018178152,0.9918572328913922,2.5008751364673394,X,FF,0.0,2.0,13,1,Out
86041,2017058334,0.136524140241636,2.3687084326130297,D,FF,0.0,0.0,4,1,Hit
86116,2017058351,0.17830072122189602,1.41150415654248,B,CH,0.0,0.0,15,0,Ball
86117,2017058351,-1.57078633002152,0.490062243681531,*B,CU,1.0,0.0,14,0,Ball
86118,2017058351,-1.00456599733943,2.38449720620744,C,FF,2.0,0.0,12,0,Ball
86119,2017058351,-1.0938348744919,3.04999600333759,D,FF,2.0,1.0,12,1,Hit
86959,2017063152,-0.387376344804584,2.1890700008207102,C,FT,0.0,0.0,6,0,Ball
86960,2017063152,0.698073390604949,2.64173312549627,S,SL,0.0,1.0,5,1,Strike
86961,2017063152,0.27330799429490304,2.04444044187671,S,SL,0.0,2.0,7,1,Strike
86974,2017063170,0.264294647037482,1.58734151703329,B,FF,0.0,0.0,7,0,Ball
86975,2017063170,0.917030692451455,2.3599431021292,C,FT,1.0,0.0,13,0,Ball
86976,2017063170,0.544520628414172,2.11914661576375,S,SL,1.0,1.0,8,1,Strike
86977,2017063170,0.854696778707492,0.8712338631994592,B,SL,1.0,2.0,16,0,Ball
86978,2017063170,-0.178501526799502,1.3635432292427598,F,SL,2.0,2.0,15,1,Foul
86979,2017063170,0.818416814205989,2.49777679623401,D,FF,2.0,2.0,5,1,Hit
91866,2017091322,1.4574189508355702,1.94238381603794,B,FT,0.0,0.0,13,0,Ball
91867,2017091322,0.280077237494727,1.84581426313223,C,FT,1.0,0.0,8,0,Ball
91868,2017091322,0.939522201879767,1.4528422662642,M,SL,1.0,1.0,16,1,Strike
91869,2017091322,0.820139238810937,1.7089121864309498,T,CU,1.0,2.0,8,1,Strike
91885,2017091339,0.788825899239285,1.6438366933143798,S,SL,0.0,0.0,8,1,Strike
91886,2017091339,0.981615463946168,2.31630060004467,C,SL,0.0,1.0,13,0,Ball
91887,2017091339,0.8174055348931479,1.91449486814056,C,FF,0.0,2.0,8,0,Ball
92892,2017096822,0.189089780241254,2.2939398657441603,F,FF,0.0,0.0,4,1,Foul
92893,2017096822,-0.465998285071017,2.37947799669309,C,FF,0.0,1.0,3,0,Ball
92894,2017096822,-0.6711447321126109,3.10347451925855,C,KC,0.0,2.0,0,0,Ball
100914,2017141311,1.6238806003601998,3.50508842138386,B,FT,0.0,0.0,13,0,Ball
100915,2017141311,0.641614995884397,2.06250960996604,X,FC,1.0,0.0,8,1,Out
100949,2017141327,-0.39213600710831104,2.49249935621644,F,FC,0.0,0.0,3,1,Foul
100950,2017141327,-0.569724358323658,2.16441013879491,D,CU,0.0,1.0,6,1,Hit
103512,2017158490,0.9014413740438272,1.59110746063912,B,FT,0.0,0.0,13,0,Ball
103513,2017158490,1.79249610492797,2.96473405229698,B,FF,1.0,0.0,13,0,Ball
103514,2017158490,-0.7079269175508951,2.92450222047732,E,FT,2.0,0.0,3,1,Hit
103524,2017158507,-0.3253094510619849,3.17382760514898,E,SL,0.0,0.0,0,1,Hit
104462,2017163934,0.0102795730581504,2.56326188457928,X,FF,0.0,0.0,4,1,Out
104481,2017163953,1.47132829576465,1.93001645438028,B,SL,0.0,0.0,13,0,Ball
104482,2017163953,0.454467302217693,3.06401023331327,F,FF,1.0,0.0,2,1,Foul
104483,2017163953,0.623403539777452,2.98122526653838,F,FF,1.0,1.0,2,1,Foul
104484,2017163953,-0.0566455239985403,2.9778040994898496,X,CU,1.0,2.0,1,1,Out
87216,2017063683,0.372461065511478,2.53174522018996,C,FF,0.0,0.0,5,0,Ball
87217,2017063683,0.106202990589776,2.58895229910168,X,FF,0.0,1.0,4,1,Out
92165,2017092935,-1.16761233092942,1.65516712583974,S,CU,0.0,0.0,12,1,Strike
92166,2017092935,-1.4176370943096,0.76319816332533,B,CU,0.0,1.0,14,0,Ball
92167,2017092935,-0.42738233923900093,4.39274224598308,B,FC,1.0,1.0,10,0,Ball
92168,2017092935,-0.58992451223559,2.84158834489783,F,FF,2.0,1.0,3,1,Foul
92169,2017092935,-0.0554277714004545,1.894119579662,B,FT,2.0,2.0,7,0,Ball
92170,2017092935,0.5164284074542179,2.12771738165051,X,FT,3.0,2.0,8,1,Out
92202,2017092958,-0.534398257778532,1.8642064972847,S,CU,0.0,0.0,6,1,Strike
92203,2017092958,1.55921126145338,3.0665304756404,B,CH,0.0,1.0,13,0,Ball
92204,2017092958,-1.23482087569914,1.89594393565551,B,FC,1.0,1.0,12,0,Ball
92205,2017092958,0.0317469267878698,0.34641227563842497,B,CH,2.0,1.0,15,0,Ball
92206,2017092958,-0.2837875154596,2.2161883189894103,X,FF,3.0,1.0,6,1,Out
96772,2017116039,-0.7799581840476891,1.56270850008239,B,FF,0.0,0.0,6,0,Ball
96773,2017116039,1.01938848061383,2.8994215753576404,C,FC,1.0,0.0,13,0,Ball
96774,2017116039,-1.42067433311898,2.85943922705695,B,FC,1.0,1.0,12,0,Ball
96775,2017116039,0.19274292480308894,1.93360934106775,S,FC,2.0,1.0,7,1,Strike
96776,2017116039,-1.5257020736700202,3.85829263886222,B,FC,2.0,2.0,9,0,Ball
96777,2017116039,1.02497517335998,3.36584230127621,E,FC,3.0,2.0,13,1,Hit
96799,2017116058,-0.9272519087073192,1.7268929286520702,B,FC,0.0,0.0,12,0,Ball
96800,2017116058,0.225768095984736,3.4961406904924,F,FC,1.0,0.0,1,1,Foul
96801,2017116058,-0.639037890381956,4.13604314623952,B,FC,1.0,1.0,10,0,Ball
96802,2017116058,-0.7518378781493871,2.7589903590524103,X,FC,2.0,1.0,3,1,Out
96833,2017116075,-0.144320517740531,2.8679466658483896,C,FC,0.0,0.0,4,0,Ball
96834,2017116075,-0.8316599937678809,1.5333089360515402,B,FC,0.0,1.0,12,0,Ball
96835,2017116075,-0.506530523896174,4.51221519107217,B,FC,1.0,1.0,10,0,Ball
96836,2017116075,1.15930353847424,2.37487471751897,S,FF,2.0,1.0,13,1,Strike
96837,2017116075,0.123049248310415,1.93829436996804,S,CU,2.0,2.0,7,1,Strike
106361,2017174283,0.8147728627899999,1.0641039060600002,B,FT,0.0,0.0,15,0,Ball
106362,2017174283,0.696023925038,2.44060606812,D,FT,1.0,0.0,5,1,Hit
106400,2017174301,1.50477472974,1.76523525178,B,FT,0.0,0.0,13,0,Ball
106401,2017174301,0.31556844014400004,0.941562763758,B,FT,1.0,0.0,15,0,Ball
106402,2017174301,-0.97359925428,2.26225311853,S,FC,2.0,0.0,12,1,Strike
106403,2017174301,-1.40687704464,2.47243499039,B,FC,2.0,1.0,12,0,Ball
106404,2017174301,0.5806899578600001,1.58000267465,F,FT,3.0,1.0,8,1,Foul
106405,2017174301,-0.713333312916,2.17672939191,X,FC,3.0,2.0,6,1,Out
87930,2017068083,0.422044259441712,2.58671902376877,C,FF,0.0,0.0,5,0,Ball
87931,2017068083,1.3335644503650197,0.948073637769758,S,SL,0.0,1.0,16,1,Strike
87932,2017068083,0.959325526609914,1.0346183214182298,B,SL,0.0,2.0,16,0,Ball
87933,2017068083,1.3189519505580032,1.721082540569466,S,SL,1.0,2.0,13,1,Strike
87948,2017068102,0.224435675617672,1.5540623126566395,B,SL,0.0,0.0,7,0,Ball
87949,2017068102,-0.487946200658207,2.5492102525411298,C,FT,1.0,0.0,3,0,Ball
87950,2017068102,-1.27504493918241,2.19302863795307,B,SL,1.0,1.0,12,0,Ball
87951,2017068102,0.6393501285897359,2.57143790258932,D,FF,2.0,1.0,5,1,Hit
89087,2017075124,1.34320511339737,2.763794510598,B,CH,0.0,0.0,13,0,Ball
89088,2017075124,0.94467864102292,2.15680196092426,S,FT,1.0,0.0,13,1,Strike
89089,2017075124,-0.7509900739535992,1.15814176033005,S,SL,1.0,1.0,15,1,Strike
89090,2017075124,0.104067227891861,1.61947865614485,B,SL,1.0,2.0,7,0,Ball
89091,2017075124,0.4782733322989221,2.1907228293076204,S,SL,2.0,2.0,8,1,Strike
89117,2017075140,0.981692486515418,2.36030183568537,F,FT,0.0,0.0,13,1,Foul
89118,2017075140,0.7844090265498209,3.6274409198277,F,FF,0.0,1.0,2,1,Foul
89119,2017075140,1.13567706604763,3.77046732849322,X,FF,0.0,2.0,11,1,Out
89149,2017075160,0.320206210610788,2.86531700225674,C,SL,0.0,0.0,5,0,Ball
89150,2017075160,0.752713779846204,1.41061895231414,B,CH,0.0,1.0,15,0,Ball
89151,2017075160,0.38971236992528496,1.62216955797496,D,CH,1.0,1.0,8,1,Hit
89440,2017077650,-0.303663547569327,2.2244032564949903,D,FS,0.0,0.0,6,1,Hit
89455,2017077666,1.01631109682941,2.17453594742977,B,SI,0.0,0.0,13,0,Ball
89456,2017077666,0.9588545418402892,0.499338353059324,B,SL,1.0,0.0,16,0,Ball
89457,2017077666,0.52240414408209,1.35733646715116,C,FS,2.0,0.0,15,0,Ball
89458,2017077666,0.024374059549868,1.26661812708874,D,FS,2.0,1.0,15,1,Hit
94225,2017102837,0.9849558542606288,2.66651476590323,B,CU,0.0,0.0,13,0,Ball
94226,2017102837,0.700627327675483,1.8915771019539895,C,SI,1.0,0.0,8,0,Ball
94227,2017102837,1.3018826760054198,1.43557664295776,B,FC,1.0,1.0,16,0,Ball
94228,2017102837,0.199361176340441,2.32165776445093,E,FC,2.0,1.0,4,1,Hit
94238,2017102856,1.46557882891825,1.93582951542958,B,SI,0.0,0.0,13,0,Ball
94239,2017102856,0.325600485875062,2.3643543819485,S,FF,1.0,0.0,5,1,Strike
94240,2017102856,-0.267558231127042,3.04583868166423,D,SI,1.0,1.0,1,1,Hit
94254,2017102876,0.34122162518457205,2.20843427573122,E,SI,0.0,0.0,8,1,Hit
94644,2017103974,-1.15108677461801,4.683742158000331,B,FF,0.0,0.0,9,0,Ball
94645,2017103974,0.223006356513833,1.78331517670073,C,FF,1.0,0.0,7,0,Ball
94646,2017103974,1.3233787139646398,1.71792687413144,B,KC,1.0,1.0,13,0,Ball
94647,2017103974,0.861684803793366,2.7294475037939,C,KC,2.0,1.0,13,0,Ball
94648,2017103974,-0.213585867985335,2.77705982919533,F,FF,2.0,2.0,4,1,Foul
94649,2017103974,1.44188593357927,3.02110226002918,B,KC,2.0,2.0,13,0,Ball
94650,2017103974,0.832436777832655,3.6300751631852095,B,FF,3.0,2.0,13,0,Ball
100320,2017138952,-0.970172438149,2.44482233992,X,FC,0.0,0.0,12,1,Out
100353,2017138970,0.314913707932,2.50804266958,C,SL,0.0,0.0,5,0,Ball
100354,2017138970,1.27233197397,2.85052329851,B,CH,0.0,1.0,13,0,Ball
100355,2017138970,0.47056664559,1.99185689122,S,CH,1.0,1.0,8,1,Strike
100356,2017138970,0.7870910226800001,4.34114032889,B,FF,1.0,2.0,10,0,Ball
100357,2017138970,-0.711797135872,1.5039191184,D,SL,2.0,2.0,15,1,Hit
101910,2017147911,-1.4249767399285,2.51889220692216,B,FF,0.0,0.0,12,0,Ball
101911,2017147911,0.10933245385766903,1.10448064634793,S,CH,1.0,0.0,15,1,Strike
101912,2017147911,-1.25271204145676,2.13139623209022,C,FC,1.0,1.0,12,0,Ball
101913,2017147911,-2.96460684646838,-0.272806659031705,B,CU,1.0,2.0,14,0,Ball
101914,2017147911,0.5500011360802329,1.65793352031889,F,CH,2.0,2.0,8,1,Foul
101915,2017147911,1.50728652200401,1.1685341056198602,B,CH,2.0,2.0,16,0,Ball
101916,2017147911,0.297572119017951,1.47106517356217,X,CH,3.0,2.0,15,1,Out
101945,2017147927,0.692042404962714,1.9232568233257696,D,FT,0.0,0.0,8,1,Hit
104376,2017163503,0.7786408425857421,2.93647203876146,C,FT,0.0,0.0,5,0,Ball
104377,2017163503,-1.02048445232077,2.60340928454819,X,FF,0.0,1.0,12,1,Out
104401,2017163519,2.19366365106851,4.7453504089015315,B,SL,0.0,0.0,11,0,Ball
104402,2017163519,1.27083386534535,1.23778775175406,B,FT,1.0,0.0,16,0,Ball
104403,2017163519,0.307963644204291,2.22772417433368,S,CH,2.0,0.0,8,1,Strike
104404,2017163519,1.57696996329264,2.48565839076027,B,FT,2.0,1.0,13,0,Ball
104405,2017163519,-0.3729963364903521,1.53187892084706,E,FT,3.0,1.0,6,1,Hit
104429,2017163534,-0.537694904594194,3.94328770425228,B,FF,0.0,0.0,10,0,Ball
104430,2017163534,-1.3149097282751598,1.40792397448332,T,FC,1.0,0.0,14,1,Strike
104431,2017163534,-0.8308492416314202,3.37376027522901,B,FC,1.0,1.0,0,0,Ball
104432,2017163534,1.16037284249982,1.39302960540552,B,CH,2.0,1.0,16,0,Ball
104433,2017163534,0.44066808859393103,0.735538696760555,B,FT,3.0,1.0,15,0,Ball
108271,2017185316,0.0821682145848481,2.11442140023556,C,FF,0.0,0.0,7,0,Ball
108272,2017185316,-0.4337829166745061,0.0408212164564445,B,CH,0.0,1.0,15,0,Ball
108273,2017185316,0.7662015049973759,1.6833994792072902,S,CH,1.0,1.0,8,1,Strike
108274,2017185316,2.02653698004911,3.17693904178531,B,CH,1.0,2.0,13,0,Ball
108275,2017185316,-2.3095701155357204,0.29639328968081896,B,CU,2.0,2.0,14,0,Ball
108276,2017185316,0.7461793291442551,2.35313253322356,F,FF,3.0,2.0,5,1,Foul
108277,2017185316,0.530768640347846,1.81368568367158,S,CH,3.0,2.0,8,1,Strike
108312,2017185331,-0.278316586105768,2.13071793057169,E,FC,0.0,0.0,6,1,Hit
109577,2018005756,0.7949860401147572,1.94180992713392,C,FF,0.0,0.0,8,0,Ball
109578,2018005756,0.6724662628431051,2.35632110236635,S,CH,0.0,1.0,5,1,Strike
109579,2018005756,1.21611249884578,1.6290012194418002,S,CH,0.0,2.0,13,1,Strike
109615,2018005773,-0.0918278934432114,1.55517887331663,B,CU,0.0,0.0,7,0,Ball
109616,2018005773,0.211128771127894,1.9215705742209896,S,CH,1.0,0.0,7,1,Strike
109617,2018005773,0.147910758469884,1.6919518562274,D,FF,1.0,1.0,7,1,Hit
112828,2018022121,0.114982819767971,1.83674493546715,C,SL,0.0,0.0,7,0,Ball
112829,2018022121,-0.5199933701066239,3.51214466253825,F,FF,0.0,1.0,0,1,Foul
112830,2018022121,-0.805847431433903,3.25986741270987,B,FF,0.0,2.0,0,0,Ball
112831,2018022121,-0.7131401195771571,1.8794048693932095,X,SL,1.0,2.0,6,1,Out
112863,2018022139,1.11045998999216,2.39968605728787,B,CH,0.0,0.0,13,0,Ball
112864,2018022139,0.146526129941571,2.03577661674498,X,CH,1.0,0.0,7,1,Out
112882,2018022155,0.8263692670366551,2.34139183806156,F,CH,0.0,0.0,5,1,Foul
